id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2d2DEl2RVNBdlL7IA8vmv2,0.503,0.175,77.007,0.0917,0.0936,0.0,4,0.827,10,272809,-6.479,0.298,0
4U8cv19UvIVKkA4Lliv717,0.656,0.212,101.09,0.0883,0.135,0.0,4,0.716,9,183071,-7.867,0.424,1
61Qo4mqwXcZOHMAxzcFODf,0.547,0.102,173.832,0.21,0.0548,0.0,4,0.567,5,224907,-6.335,0.481,0
6HYCdRGM1eOClDWF1afRes,0.556,0.135,111.03,0.0311,0.0285,0.0,4,0.626,1,299973,-6.73,0.179,1
27VjWWCkPZ8OJkSUPxWjyi,0.48,0.159,80.051,0.0359,0.103,0.0,4,0.679,11,228533,-6.517,0.53,0
6ouuH5VIww6xlGmOHGAMvN,0.505,0.108,148.081,0.0843,0.418,0.0,4,0.564,6,213405,-7.037,0.241,0
141JmkNAbsMQ5ykSy1R8z8,0.615,0.111,79.992,0.0523,0.0295,2.35e-06,4,0.772,8,177044,-6.497,0.741,0
2GrdCnHVMh0DrkmMzFMJaN,0.773,0.107,82.823,0.136,0.0548,0.0,4,0.605,7,228333,-5.662,0.604,0
59QTrL9pDi6WWg8j6hfC1R,0.417,0.0691,159.818,0.031,0.425,1.87e-06,4,0.615,5,301347,-6.466,0.54,1
7j8d6QvMkILC6s5S9qcBOb,0.226,0.278,137.109,0.0763,0.853,4.67e-05,4,0.722,7,233070,-12.668,0.473,1
5FsUQjIUqjbldpGOaCeYe1,0.647,0.165,125.072,0.0357,0.174,0.0,4,0.685,10,247604,-8.784,0.596,1
3X1V4TKoHFUrlCiPtJqsEA,0.705,0.158,124.121,0.108,0.198,2.25e-06,4,0.493,10,269467,-6.427,0.367,0
5aQbtDFYhNhiMiSCCzCES2,0.72,0.0373,124.988,0.0642,0.0249,0.0,4,0.718,10,316973,-6.573,0.753,0
0D3HoEGHIH6LOP0B1tpybK,0.875,0.11,168.715,0.0831,0.00973,1.25e-05,4,0.382,2,282840,-6.615,0.685,0
7CObpZxO5bsmadAOPMsyGS,0.611,0.283,133.295,0.0505,0.315,0.0,4,0.42,1,251103,-7.696,0.354,0
2DwAj9LYTaI3NSXwPiXAY5,0.658,0.0935,139.946,0.0611,0.0184,0.000176,4,0.306,10,203440,-7.873,0.38,1
7vPk2M4rfczH2tXY4DyHYx,0.574,0.152,77.577,0.0853,0.291,5.04e-06,4,0.705,2,253439,-8.995,0.736,1
7hfoOYSmeFcV3sfvaJvDK3,0.756,0.252,97.008,0.0556,0.351,0.000343,4,0.666,6,221800,-6.754,0.431,0
6LlwJYoEmVFPWMXIGJxM9S,0.792,0.0471,114.03,0.122,0.32,0.0,4,0.787,8,244565,-5.053,0.863,0
4zwNvRu0Shp7F4OBbFruff,0.678,0.214,140.033,0.0532,0.324,3.74e-05,4,0.578,7,201879,-5.728,0.31,1
1A5R8GzhGuD7gZyNIO6FmR,0.766,0.125,142.035,0.0748,0.0137,1.08e-05,4,0.701,5,236492,-5.353,0.615,1
2XIxP8JZPR15RsV3owaDSE,0.664,0.105,122.77,0.0842,0.845,8.34e-06,3,0.487,0,227187,-7.007,0.221,1
4IzQ7t4RAA7gyzYEOFUgB3,0.743,0.385,91.149,0.258,0.231,0.0,4,0.708,9,220448,-4.127,0.632,0
4jRhf3Ut6qLfOudvcJjXJO,0.753,0.215,91.973,0.0532,0.077,0.0,4,0.63,4,180159,-6.301,0.568,1
5MehoPMJs4BDVvI6JyXG8K,0.628,0.109,191.76,0.226,0.107,0.000182,4,0.596,1,216373,-7.869,0.186,1
1PWvLLxp9rRptDIVSGK09Z,0.493,0.0852,122.281,0.043,0.0133,0.00125,4,0.825,5,235412,-5.216,0.694,0
5Rz5uX2qMaKXGsebhY6BJf,0.365,0.149,124.928,0.0854,0.385,0.0,4,0.677,4,271795,-9.25,0.53,1
2zpaRZbbVGpiJ2Zko3n9Kt,0.642,0.103,127.691,0.0952,0.0245,0.0,4,0.599,11,216955,-5.773,0.215,1
7Fj8XxQUekUiPfgwX8hIIW,0.284,0.138,100.003,0.124,0.4,1.39e-06,4,0.632,6,234990,-15.34,0.17,1
2ZCF6xZTjtwImIFPdZaN6j,0.75,0.203,83.878,0.263,0.139,0.0,4,0.624,1,253240,-7.229,0.774,0
25G5T7Yu4pkMya46S7qIAb,0.499,0.0988,126.931,0.0367,0.289,0.243,4,0.477,7,342352,-7.492,0.0628,1
4roZnsMm1JQLCnqigzX0cn,0.387,0.104,145.335,0.0606,0.37,6.68e-05,3,0.603,1,331240,-7.923,0.344,1
